refYear;reporterDesc;flowDesc;partnerDesc;classificationSearchCode;cmdCode;cmdDesc;primaryValue
2019;Russian Federation;Export;Afghanistan;S4;0;Food and live animals;2063498,32
2019;Russian Federation;Export;Albania;S4;0;Food and live animals;39775314,9
2019;Russian Federation;Export;Algeria;S4;0;Food and live animals;17410066,92
2019;Russian Federation;Export;Angola;S4;0;Food and live animals;20454564,26
2019;Russian Federation;Export;Azerbaijan;S4;0;Food and live animals;547473579,3
2019;Russian Federation;Export;Argentina;S4;0;Food and live animals;188250,66
2019;Russian Federation;Export;Australia;S4;0;Food and live animals;1830140,1
2019;Russian Federation;Export;Austria;S4;0;Food and live animals;2609142,42
2019;Russian Federation;Export;Bahrain;S4;0;Food and live animals;1814110,74
2019;Russian Federation;Export;Bangladesh;S4;0;Food and live animals;536186691
2019;Russian Federation;Export;Armenia;S4;0;Food and live animals;210109806
2019;Russian Federation;Export;Belgium;S4;0;Food and live animals;12782113,2
2019;Russian Federation;Export;Brazil;S4;0;Food and live animals;26075335,44
2019;Russian Federation;Export;Bulgaria;S4;0;Food and live animals;3786360,24
2019;Russian Federation;Export;Myanmar;S4;0;Food and live animals;2693470,25
2019;Russian Federation;Export;Belarus;S4;0;Food and live animals;1044414007
2019;Russian Federation;Export;Cambodia;S4;0;Food and live animals;785680,03
2019;Russian Federation;Export;Canada;S4;0;Food and live animals;6521819,12
2019;Russian Federation;Export;Central African Rep.;S4;0;Food and live animals;77436,87
2019;Russian Federation;Export;Sri Lanka;S4;0;Food and live animals;48228702,69
2019;Russian Federation;Export;Chile;S4;0;Food and live animals;1214975,2
2019;Russian Federation;Export;China;S4;0;Food and live animals;2159430961
2019;Russian Federation;Export;Colombia;S4;0;Food and live animals;40112,88
2019;Russian Federation;Export;Congo;S4;0;Food and live animals;25119878,01
2019;Russian Federation;Export;Dem. Rep. of the Congo;S4;0;Food and live animals;25882183,22
2019;Russian Federation;Export;Costa Rica;S4;0;Food and live animals;46870,06
2019;Russian Federation;Export;Cuba;S4;0;Food and live animals;113129,92
2019;Russian Federation;Export;Czechia;S4;0;Food and live animals;12713187,27
2019;Russian Federation;Export;Denmark;S4;0;Food and live animals;80828205,59
2019;Russian Federation;Export;Dominican Rep.;S4;0;Food and live animals;54870,55
2019;Russian Federation;Export;Ecuador;S4;0;Food and live animals;10981,39
2019;Russian Federation;Export;Equatorial Guinea;S4;0;Food and live animals;160400
2019;Russian Federation;Export;Ethiopia;S4;0;Food and live animals;12894241,53
2019;Russian Federation;Export;Estonia;S4;0;Food and live animals;21454527,76
2019;Russian Federation;Export;Finland;S4;0;Food and live animals;39387818,91
2019;Russian Federation;Export;France;S4;0;Food and live animals;36380267,59
2019;Russian Federation;Export;Gabon;S4;0;Food and live animals;1573800
2019;Russian Federation;Export;Georgia;S4;0;Food and live animals;243751347,5
2019;Russian Federation;Export;Gambia;S4;0;Food and live animals;8339301,73
2019;Russian Federation;Export;Germany;S4;0;Food and live animals;154426193,4
2019;Russian Federation;Export;Greece;S4;0;Food and live animals;47488499,23
2019;Russian Federation;Export;Iceland;S4;0;Food and live animals;87506,4
2019;Russian Federation;Export;Indonesia;S4;0;Food and live animals;77897826,6
2019;Russian Federation;Export;Iran;S4;0;Food and live animals;696014229,4
2019;Russian Federation;Export;Iraq;S4;0;Food and live animals;18348473,6
2019;Russian Federation;Export;Ireland;S4;0;Food and live animals;15410737,84
2019;Russian Federation;Export;Israel;S4;0;Food and live animals;127280475,9
2019;Russian Federation;Export;Italy;S4;0;Food and live animals;101166759,9
2019;Russian Federation;Export;Japan;S4;0;Food and live animals;326413496
2019;Russian Federation;Export;Kazakhstan;S4;0;Food and live animals;1383272519
2019;Russian Federation;Export;Kenya;S4;0;Food and live animals;101415857,8
2019;Russian Federation;Export;Dem. People's Rep. of Korea;S4;0;Food and live animals;7614051,84
2019;Russian Federation;Export;Rep. of Korea;S4;0;Food and live animals;1539228405
2019;Russian Federation;Export;Kuwait;S4;0;Food and live animals;501271,1
2019;Russian Federation;Export;Kyrgyzstan;S4;0;Food and live animals;188877181
2019;Russian Federation;Export;Latvia;S4;0;Food and live animals;311338860,5
2019;Russian Federation;Export;Liberia;S4;0;Food and live animals;2931980
2019;Russian Federation;Export;Libya;S4;0;Food and live animals;99828686,91
2019;Russian Federation;Export;Madagascar;S4;0;Food and live animals;6334421,98
2019;Russian Federation;Export;Malaysia;S4;0;Food and live animals;16975814,94
2019;Russian Federation;Export;Mali;S4;0;Food and live animals;21920202,99
2019;Russian Federation;Export;Malta;S4;0;Food and live animals;1341229,29
2019;Russian Federation;Export;Mexico;S4;0;Food and live animals;26923247,25
2019;Russian Federation;Export;Mongolia;S4;0;Food and live animals;131788130,8
2019;Russian Federation;Export;Rep. of Moldova;S4;0;Food and live animals;83501075,03
2019;Russian Federation;Export;Morocco;S4;0;Food and live animals;103694140,1
2019;Russian Federation;Export;Mozambique;S4;0;Food and live animals;53028838,74
2019;Russian Federation;Export;Oman;S4;0;Food and live animals;80881873,31
2019;Russian Federation;Export;Namibia;S4;0;Food and live animals;8535543,44
2019;Russian Federation;Export;Nepal;S4;0;Food and live animals;7858486,99
2019;Russian Federation;Export;Netherlands;S4;0;Food and live animals;907378654,3
2019;Russian Federation;Export;New Zealand;S4;0;Food and live animals;98440,85
2019;Russian Federation;Export;Nicaragua;S4;0;Food and live animals;21777463,11
2019;Russian Federation;Export;Nigeria;S4;0;Food and live animals;191700895,2
2019;Russian Federation;Export;Norway;S4;0;Food and live animals;85011252,93
2019;Russian Federation;Export;Pakistan;S4;0;Food and live animals;85243543,76
2019;Russian Federation;Export;Panama;S4;0;Food and live animals;70376,37
2019;Russian Federation;Export;Papua New Guinea;S4;0;Food and live animals;19277,08
2019;Russian Federation;Export;Paraguay;S4;0;Food and live animals;39067,23
2019;Russian Federation;Export;Peru;S4;0;Food and live animals;9981967,29
2019;Russian Federation;Export;Poland;S4;0;Food and live animals;62377870,86
2019;Russian Federation;Export;Portugal;S4;0;Food and live animals;4237440,59
2019;Russian Federation;Export;Qatar;S4;0;Food and live animals;26732297,79
2019;Russian Federation;Export;Romania;S4;0;Food and live animals;5358382,67
2019;Russian Federation;Export;Rwanda;S4;0;Food and live animals;12725883,91
2019;Russian Federation;Export;Saudi Arabia;S4;0;Food and live animals;298101509,6
2019;Russian Federation;Export;Senegal;S4;0;Food and live animals;64216433,31
2019;Russian Federation;Export;Serbia;S4;0;Food and live animals;20117710,71
2019;Russian Federation;Export;India;S4;0;Food and live animals;68769742,68
2019;Russian Federation;Export;Singapore;S4;0;Food and live animals;2704831,3
2019;Russian Federation;Export;Slovakia;S4;0;Food and live animals;475212,14
2019;Russian Federation;Export;Viet Nam;S4;0;Food and live animals;174457894,3
2019;Russian Federation;Export;Slovenia;S4;0;Food and live animals;366781,32
2019;Russian Federation;Export;Somalia;S4;0;Food and live animals;982756,57
2019;Russian Federation;Export;Zimbabwe;S4;0;Food and live animals;457334,87
2019;Russian Federation;Export;Spain;S4;0;Food and live animals;40369549,05
2019;Russian Federation;Export;Sudan;S4;0;Food and live animals;205410298,5
2019;Russian Federation;Export;Sweden;S4;0;Food and live animals;33712296,29
2019;Russian Federation;Export;Switzerland;S4;0;Food and live animals;23399831,72
2019;Russian Federation;Export;Syria;S4;0;Food and live animals;24878809,65
2019;Russian Federation;Export;Tajikistan;S4;0;Food and live animals;147273177
2019;Russian Federation;Export;Thailand;S4;0;Food and live animals;5078054,32
2019;Russian Federation;Export;United Arab Emirates;S4;0;Food and live animals;229533456,6
2019;Russian Federation;Export;Tunisia;S4;0;Food and live animals;17824403,72
2019;Russian Federation;Export;Türkiye;S4;0;Food and live animals;1946076119
2019;Russian Federation;Export;Turkmenistan;S4;0;Food and live animals;49355633,03
2019;Russian Federation;Export;Uganda;S4;0;Food and live animals;27558005,22
2019;Russian Federation;Export;Ukraine;S4;0;Food and live animals;552832513,1
2019;Russian Federation;Export;Egypt;S4;0;Food and live animals;1287450086
2019;Russian Federation;Export;United Kingdom;S4;0;Food and live animals;71895540,62
2019;Russian Federation;Export;Uruguay;S4;0;Food and live animals;1140182,4
2019;Russian Federation;Export;Uzbekistan;S4;0;Food and live animals;290322772,5
2019;Russian Federation;Export;Venezuela;S4;0;Food and live animals;69822954,43
2019;Russian Federation;Export;Yemen;S4;0;Food and live animals;189685778,1
2019;Russian Federation;Export;Afghanistan;S4;1;Beverages and tobacco;254135
2019;Russian Federation;Export;Albania;S4;1;Beverages and tobacco;389046,34
2019;Russian Federation;Export;Algeria;S4;1;Beverages and tobacco;2000
2019;Russian Federation;Export;Azerbaijan;S4;1;Beverages and tobacco;21247928,02
2019;Russian Federation;Export;Australia;S4;1;Beverages and tobacco;2403109,26
2019;Russian Federation;Export;Austria;S4;1;Beverages and tobacco;1490958,87
2019;Russian Federation;Export;Bahrain;S4;1;Beverages and tobacco;304821,39
2019;Russian Federation;Export;Bangladesh;S4;1;Beverages and tobacco;94609,47
2019;Russian Federation;Export;Armenia;S4;1;Beverages and tobacco;44267989
2019;Russian Federation;Export;Belgium;S4;1;Beverages and tobacco;613381,52
2019;Russian Federation;Export;Brazil;S4;1;Beverages and tobacco;338491,42
2019;Russian Federation;Export;Bulgaria;S4;1;Beverages and tobacco;3182446,13
2019;Russian Federation;Export;Belarus;S4;1;Beverages and tobacco;96532904
2019;Russian Federation;Export;Canada;S4;1;Beverages and tobacco;4273896,26
2019;Russian Federation;Export;Sri Lanka;S4;1;Beverages and tobacco;2
2019;Russian Federation;Export;Chile;S4;1;Beverages and tobacco;688673,2
2019;Russian Federation;Export;China;S4;1;Beverages and tobacco;43669478,25
2019;Russian Federation;Export;Colombia;S4;1;Beverages and tobacco;36263,4
2019;Russian Federation;Export;Congo;S4;1;Beverages and tobacco;36339,91
2019;Russian Federation;Export;Dem. Rep. of the Congo;S4;1;Beverages and tobacco;68835,67
2019;Russian Federation;Export;Costa Rica;S4;1;Beverages and tobacco;59081,6
2019;Russian Federation;Export;Cuba;S4;1;Beverages and tobacco;1476343,22
2019;Russian Federation;Export;Czechia;S4;1;Beverages and tobacco;1755920,88
2019;Russian Federation;Export;Denmark;S4;1;Beverages and tobacco;239553,72
2019;Russian Federation;Export;Dominican Rep.;S4;1;Beverages and tobacco;8542,31
2019;Russian Federation;Export;Ecuador;S4;1;Beverages and tobacco;6651,18
2019;Russian Federation;Export;El Salvador;S4;1;Beverages and tobacco;71292,89
2019;Russian Federation;Export;Equatorial Guinea;S4;1;Beverages and tobacco;23320,91
2019;Russian Federation;Export;Ethiopia;S4;1;Beverages and tobacco;294735
2019;Russian Federation;Export;Estonia;S4;1;Beverages and tobacco;2849141,02
2019;Russian Federation;Export;Finland;S4;1;Beverages and tobacco;767492,07
2019;Russian Federation;Export;France;S4;1;Beverages and tobacco;1407176,77
2019;Russian Federation;Export;Georgia;S4;1;Beverages and tobacco;7831451,79
2019;Russian Federation;Export;Germany;S4;1;Beverages and tobacco;43589547,41
2019;Russian Federation;Export;Greece;S4;1;Beverages and tobacco;637120,89
2019;Russian Federation;Export;Iceland;S4;1;Beverages and tobacco;123247,09
2019;Russian Federation;Export;Indonesia;S4;1;Beverages and tobacco;11688,1
2019;Russian Federation;Export;Iran;S4;1;Beverages and tobacco;31258,53
2019;Russian Federation;Export;Iraq;S4;1;Beverages and tobacco;26368121,33
2019;Russian Federation;Export;Ireland;S4;1;Beverages and tobacco;331250,77
2019;Russian Federation;Export;Israel;S4;1;Beverages and tobacco;5605093,87
2019;Russian Federation;Export;Italy;S4;1;Beverages and tobacco;1014391,6
2019;Russian Federation;Export;Japan;S4;1;Beverages and tobacco;717589,07
2019;Russian Federation;Export;Kazakhstan;S4;1;Beverages and tobacco;305384046
2019;Russian Federation;Export;Kenya;S4;1;Beverages and tobacco;1041592,96
2019;Russian Federation;Export;Rep. of Korea;S4;1;Beverages and tobacco;859382,49
2019;Russian Federation;Export;Kuwait;S4;1;Beverages and tobacco;190624,03
2019;Russian Federation;Export;Kyrgyzstan;S4;1;Beverages and tobacco;33272763
2019;Russian Federation;Export;Latvia;S4;1;Beverages and tobacco;29679498,06
2019;Russian Federation;Export;Libya;S4;1;Beverages and tobacco;330061,52
2019;Russian Federation;Export;Malaysia;S4;1;Beverages and tobacco;6091,89
2019;Russian Federation;Export;Malta;S4;1;Beverages and tobacco;28134,07
2019;Russian Federation;Export;Mexico;S4;1;Beverages and tobacco;1742891,63
2019;Russian Federation;Export;Mongolia;S4;1;Beverages and tobacco;12741613,61
2019;Russian Federation;Export;Rep. of Moldova;S4;1;Beverages and tobacco;18591836,96
2019;Russian Federation;Export;Morocco;S4;1;Beverages and tobacco;80627,67
2019;Russian Federation;Export;Oman;S4;1;Beverages and tobacco;261995,95
2019;Russian Federation;Export;Nepal;S4;1;Beverages and tobacco;1244,16
2019;Russian Federation;Export;Netherlands;S4;1;Beverages and tobacco;5340987,1
2019;Russian Federation;Export;New Zealand;S4;1;Beverages and tobacco;907002,75
2019;Russian Federation;Export;Nigeria;S4;1;Beverages and tobacco;35287,65
2019;Russian Federation;Export;Norway;S4;1;Beverages and tobacco;1481787,11
2019;Russian Federation;Export;Panama;S4;1;Beverages and tobacco;57011,37
2019;Russian Federation;Export;Papua New Guinea;S4;1;Beverages and tobacco;1888,36
2019;Russian Federation;Export;Paraguay;S4;1;Beverages and tobacco;19444,78
2019;Russian Federation;Export;Poland;S4;1;Beverages and tobacco;8703536,74
2019;Russian Federation;Export;Portugal;S4;1;Beverages and tobacco;221681,55
2019;Russian Federation;Export;Qatar;S4;1;Beverages and tobacco;598982,36
2019;Russian Federation;Export;Romania;S4;1;Beverages and tobacco;3224475,27
2019;Russian Federation;Export;Saudi Arabia;S4;1;Beverages and tobacco;3428590,37
2019;Russian Federation;Export;Senegal;S4;1;Beverages and tobacco;55086,02
2019;Russian Federation;Export;Serbia;S4;1;Beverages and tobacco;66759703,78
2019;Russian Federation;Export;India;S4;1;Beverages and tobacco;353776,5
2019;Russian Federation;Export;Singapore;S4;1;Beverages and tobacco;1967511,31
2019;Russian Federation;Export;Slovakia;S4;1;Beverages and tobacco;339604,63
2019;Russian Federation;Export;Viet Nam;S4;1;Beverages and tobacco;1169460,39
2019;Russian Federation;Export;Slovenia;S4;1;Beverages and tobacco;5879,51
2019;Russian Federation;Export;Spain;S4;1;Beverages and tobacco;518162,24
2019;Russian Federation;Export;Sweden;S4;1;Beverages and tobacco;315509,74
2019;Russian Federation;Export;Switzerland;S4;1;Beverages and tobacco;14218769,63
2019;Russian Federation;Export;Syria;S4;1;Beverages and tobacco;80466,83
2019;Russian Federation;Export;Tajikistan;S4;1;Beverages and tobacco;14846888,84
2019;Russian Federation;Export;Thailand;S4;1;Beverages and tobacco;31911,26
2019;Russian Federation;Export;United Arab Emirates;S4;1;Beverages and tobacco;9245326,88
2019;Russian Federation;Export;Tunisia;S4;1;Beverages and tobacco;2000
2019;Russian Federation;Export;Türkiye;S4;1;Beverages and tobacco;23751444,95
2019;Russian Federation;Export;Turkmenistan;S4;1;Beverages and tobacco;2442135,27
2019;Russian Federation;Export;Ukraine;S4;1;Beverages and tobacco;114500664,2
2019;Russian Federation;Export;United Kingdom;S4;1;Beverages and tobacco;26287815,17
2019;Russian Federation;Export;Uruguay;S4;1;Beverages and tobacco;39111,34
2019;Russian Federation;Export;Uzbekistan;S4;1;Beverages and tobacco;10721023,01
2019;Russian Federation;Export;Venezuela;S4;1;Beverages and tobacco;28358,84
2019;Russian Federation;Export;Afghanistan;S4;2;Crude materials, inedible, except fuels;20528128,17
2019;Russian Federation;Export;Albania;S4;2;Crude materials, inedible, except fuels;6452793,56
2019;Russian Federation;Export;Algeria;S4;2;Crude materials, inedible, except fuels;3025582,01
2019;Russian Federation;Export;Angola;S4;2;Crude materials, inedible, except fuels;146615,23
2019;Russian Federation;Export;Azerbaijan;S4;2;Crude materials, inedible, except fuels;119331435,8
2019;Russian Federation;Export;Argentina;S4;2;Crude materials, inedible, except fuels;3624321,29
2019;Russian Federation;Export;Australia;S4;2;Crude materials, inedible, except fuels;6344502,51
2019;Russian Federation;Export;Austria;S4;2;Crude materials, inedible, except fuels;171420992,9
2019;Russian Federation;Export;Bahrain;S4;2;Crude materials, inedible, except fuels;188932,74
2019;Russian Federation;Export;Bangladesh;S4;2;Crude materials, inedible, except fuels;14357750,8
2019;Russian Federation;Export;Armenia;S4;2;Crude materials, inedible, except fuels;22795611
2019;Russian Federation;Export;Belgium;S4;2;Crude materials, inedible, except fuels;338839183,7
2019;Russian Federation;Export;Bolivia (Plurinational State of);S4;2;Crude materials, inedible, except fuels;136290
2019;Russian Federation;Export;Brazil;S4;2;Crude materials, inedible, except fuels;84733688,55
2019;Russian Federation;Export;Bulgaria;S4;2;Crude materials, inedible, except fuels;35142098,67
2019;Russian Federation;Export;Myanmar;S4;2;Crude materials, inedible, except fuels;1382610,02
2019;Russian Federation;Export;Belarus;S4;2;Crude materials, inedible, except fuels;688441788
2019;Russian Federation;Export;Cambodia;S4;2;Crude materials, inedible, except fuels;360302,58
2019;Russian Federation;Export;Canada;S4;2;Crude materials, inedible, except fuels;8319936,86
2019;Russian Federation;Export;Central African Rep.;S4;2;Crude materials, inedible, except fuels;10992,81
2019;Russian Federation;Export;Sri Lanka;S4;2;Crude materials, inedible, except fuels;14537688,77
2019;Russian Federation;Export;Chile;S4;2;Crude materials, inedible, except fuels;10646772,99
2019;Russian Federation;Export;China;S4;2;Crude materials, inedible, except fuels;6535470513
2019;Russian Federation;Export;Colombia;S4;2;Crude materials, inedible, except fuels;707763,64
2019;Russian Federation;Export;Costa Rica;S4;2;Crude materials, inedible, except fuels;477246,24
2019;Russian Federation;Export;Cuba;S4;2;Crude materials, inedible, except fuels;794643,62
2019;Russian Federation;Export;Czechia;S4;2;Crude materials, inedible, except fuels;88004954,69
2019;Russian Federation;Export;Denmark;S4;2;Crude materials, inedible, except fuels;133205625,2
2019;Russian Federation;Export;Ecuador;S4;2;Crude materials, inedible, except fuels;6843864,2
2019;Russian Federation;Export;El Salvador;S4;2;Crude materials, inedible, except fuels;804036,72
2019;Russian Federation;Export;Estonia;S4;2;Crude materials, inedible, except fuels;157746037,5
2019;Russian Federation;Export;Finland;S4;2;Crude materials, inedible, except fuels;1599640519
2019;Russian Federation;Export;France;S4;2;Crude materials, inedible, except fuels;160887268,4
2019;Russian Federation;Export;Georgia;S4;2;Crude materials, inedible, except fuels;13738939,17
2019;Russian Federation;Export;Germany;S4;2;Crude materials, inedible, except fuels;528629152,5
2019;Russian Federation;Export;Greece;S4;2;Crude materials, inedible, except fuels;40915513,66
2019;Russian Federation;Export;Iceland;S4;2;Crude materials, inedible, except fuels;2467517,78
2019;Russian Federation;Export;Indonesia;S4;2;Crude materials, inedible, except fuels;57398240,4
2019;Russian Federation;Export;Iran;S4;2;Crude materials, inedible, except fuels;110748959,3
2019;Russian Federation;Export;Iraq;S4;2;Crude materials, inedible, except fuels;24199298,98
2019;Russian Federation;Export;Ireland;S4;2;Crude materials, inedible, except fuels;11317119,55
2019;Russian Federation;Export;Israel;S4;2;Crude materials, inedible, except fuels;40320184,47
2019;Russian Federation;Export;Italy;S4;2;Crude materials, inedible, except fuels;97350742,37
2019;Russian Federation;Export;Japan;S4;2;Crude materials, inedible, except fuels;493724386,3
2019;Russian Federation;Export;Kazakhstan;S4;2;Crude materials, inedible, except fuels;546053916
2019;Russian Federation;Export;Kenya;S4;2;Crude materials, inedible, except fuels;37222,76
2019;Russian Federation;Export;Dem. People's Rep. of Korea;S4;2;Crude materials, inedible, except fuels;755614,52
2019;Russian Federation;Export;Rep. of Korea;S4;2;Crude materials, inedible, except fuels;412250069
2019;Russian Federation;Export;Kuwait;S4;2;Crude materials, inedible, except fuels;483497,69
2019;Russian Federation;Export;Kyrgyzstan;S4;2;Crude materials, inedible, except fuels;16031861
2019;Russian Federation;Export;Latvia;S4;2;Crude materials, inedible, except fuels;101621890
2019;Russian Federation;Export;Libya;S4;2;Crude materials, inedible, except fuels;311458,8
2019;Russian Federation;Export;Madagascar;S4;2;Crude materials, inedible, except fuels;6579,09
2019;Russian Federation;Export;Malaysia;S4;2;Crude materials, inedible, except fuels;28377849,28
2019;Russian Federation;Export;Mali;S4;2;Crude materials, inedible, except fuels;10920,67
2019;Russian Federation;Export;Malta;S4;2;Crude materials, inedible, except fuels;5592,5
2019;Russian Federation;Export;Mexico;S4;2;Crude materials, inedible, except fuels;84933438,36
2019;Russian Federation;Export;Mongolia;S4;2;Crude materials, inedible, except fuels;39712261,98
2019;Russian Federation;Export;Rep. of Moldova;S4;2;Crude materials, inedible, except fuels;15332012,53
2019;Russian Federation;Export;Morocco;S4;2;Crude materials, inedible, except fuels;80469845,37
2019;Russian Federation;Export;Mozambique;S4;2;Crude materials, inedible, except fuels;636319,87
2019;Russian Federation;Export;Oman;S4;2;Crude materials, inedible, except fuels;7135182,23
2019;Russian Federation;Export;Namibia;S4;2;Crude materials, inedible, except fuels;1516060,2
2019;Russian Federation;Export;Nepal;S4;2;Crude materials, inedible, except fuels;116793,6
2019;Russian Federation;Export;Netherlands;S4;2;Crude materials, inedible, except fuels;182021452,2
2019;Russian Federation;Export;New Zealand;S4;2;Crude materials, inedible, except fuels;355830,03
2019;Russian Federation;Export;Nicaragua;S4;2;Crude materials, inedible, except fuels;10,2
2019;Russian Federation;Export;Nigeria;S4;2;Crude materials, inedible, except fuels;1216771,99
2019;Russian Federation;Export;Norway;S4;2;Crude materials, inedible, except fuels;81557481,13
2019;Russian Federation;Export;Pakistan;S4;2;Crude materials, inedible, except fuels;10036185,03
2019;Russian Federation;Export;Panama;S4;2;Crude materials, inedible, except fuels;811659,44
2019;Russian Federation;Export;Papua New Guinea;S4;2;Crude materials, inedible, except fuels;41,6
2019;Russian Federation;Export;Paraguay;S4;2;Crude materials, inedible, except fuels;38588,77
2019;Russian Federation;Export;Peru;S4;2;Crude materials, inedible, except fuels;3063594,33
2019;Russian Federation;Export;Poland;S4;2;Crude materials, inedible, except fuels;319695267,8
2019;Russian Federation;Export;Portugal;S4;2;Crude materials, inedible, except fuels;32243450,51
2019;Russian Federation;Export;Qatar;S4;2;Crude materials, inedible, except fuels;109771,83
2019;Russian Federation;Export;Romania;S4;2;Crude materials, inedible, except fuels;115256873,7
2019;Russian Federation;Export;San Marino;S4;2;Crude materials, inedible, except fuels;17508,68
2019;Russian Federation;Export;Saudi Arabia;S4;2;Crude materials, inedible, except fuels;20181497,67
2019;Russian Federation;Export;Senegal;S4;2;Crude materials, inedible, except fuels;7917659,47
2019;Russian Federation;Export;Serbia;S4;2;Crude materials, inedible, except fuels;53875408,77
2019;Russian Federation;Export;India;S4;2;Crude materials, inedible, except fuels;263703446,6
2019;Russian Federation;Export;Singapore;S4;2;Crude materials, inedible, except fuels;299725,22
2019;Russian Federation;Export;Slovakia;S4;2;Crude materials, inedible, except fuels;182941914,8
2019;Russian Federation;Export;Viet Nam;S4;2;Crude materials, inedible, except fuels;141683563
2019;Russian Federation;Export;Slovenia;S4;2;Crude materials, inedible, except fuels;3885182,15
2019;Russian Federation;Export;Zimbabwe;S4;2;Crude materials, inedible, except fuels;62364,63
2019;Russian Federation;Export;Spain;S4;2;Crude materials, inedible, except fuels;60845976,59
2019;Russian Federation;Export;Sudan;S4;2;Crude materials, inedible, except fuels;939,97
2019;Russian Federation;Export;Sweden;S4;2;Crude materials, inedible, except fuels;69789565,57
2019;Russian Federation;Export;Switzerland;S4;2;Crude materials, inedible, except fuels;147569716,5
2019;Russian Federation;Export;Syria;S4;2;Crude materials, inedible, except fuels;17931720,97
2019;Russian Federation;Export;Tajikistan;S4;2;Crude materials, inedible, except fuels;94709319,3
2019;Russian Federation;Export;Thailand;S4;2;Crude materials, inedible, except fuels;45443704,61
2019;Russian Federation;Export;United Arab Emirates;S4;2;Crude materials, inedible, except fuels;14238240,05
2019;Russian Federation;Export;Tunisia;S4;2;Crude materials, inedible, except fuels;13488359,54
2019;Russian Federation;Export;Türkiye;S4;2;Crude materials, inedible, except fuels;833023184
2019;Russian Federation;Export;Turkmenistan;S4;2;Crude materials, inedible, except fuels;20834776,32
2019;Russian Federation;Export;Ukraine;S4;2;Crude materials, inedible, except fuels;732338092,2
2019;Russian Federation;Export;Egypt;S4;2;Crude materials, inedible, except fuels;231264967,5
2019;Russian Federation;Export;United Kingdom;S4;2;Crude materials, inedible, except fuels;150481326,5
2019;Russian Federation;Export;Uruguay;S4;2;Crude materials, inedible, except fuels;2009051,36
2019;Russian Federation;Export;Uzbekistan;S4;2;Crude materials, inedible, except fuels;296814483,1
2019;Russian Federation;Export;Venezuela;S4;2;Crude materials, inedible, except fuels;13,65
2019;Russian Federation;Export;Yemen;S4;2;Crude materials, inedible, except fuels;32615,41
2019;Russian Federation;Export;Afghanistan;S4;3;Mineral fuels, lubricants and related materials;40155805,87
2019;Russian Federation;Export;Albania;S4;3;Mineral fuels, lubricants and related materials;19490827,22
2019;Russian Federation;Export;Algeria;S4;3;Mineral fuels, lubricants and related materials;487366364,3
2019;Russian Federation;Export;Angola;S4;3;Mineral fuels, lubricants and related materials;974734,2
2019;Russian Federation;Export;Azerbaijan;S4;3;Mineral fuels, lubricants and related materials;228854598,5
2019;Russian Federation;Export;Argentina;S4;3;Mineral fuels, lubricants and related materials;244859802,2
2019;Russian Federation;Export;Australia;S4;3;Mineral fuels, lubricants and related materials;25981675,61
2019;Russian Federation;Export;Austria;S4;3;Mineral fuels, lubricants and related materials;11329362,34
2019;Russian Federation;Export;Bahrain;S4;3;Mineral fuels, lubricants and related materials;23152992,93
2019;Russian Federation;Export;Bangladesh;S4;3;Mineral fuels, lubricants and related materials;17252192,73
2019;Russian Federation;Export;Armenia;S4;3;Mineral fuels, lubricants and related materials;203166088
2019;Russian Federation;Export;Belgium;S4;3;Mineral fuels, lubricants and related materials;2283234433
2019;Russian Federation;Export;Bolivia (Plurinational State of);S4;3;Mineral fuels, lubricants and related materials;107798,17
2019;Russian Federation;Export;Brazil;S4;3;Mineral fuels, lubricants and related materials;306742209,5
2019;Russian Federation;Export;Bulgaria;S4;3;Mineral fuels, lubricants and related materials;1912124883
2019;Russian Federation;Export;Myanmar;S4;3;Mineral fuels, lubricants and related materials;56590684,67
2019;Russian Federation;Export;Belarus;S4;3;Mineral fuels, lubricants and related materials;6906062394
2019;Russian Federation;Export;Cambodia;S4;3;Mineral fuels, lubricants and related materials;90451,72
2019;Russian Federation;Export;Canada;S4;3;Mineral fuels, lubricants and related materials;528466651,4
2019;Russian Federation;Export;Sri Lanka;S4;3;Mineral fuels, lubricants and related materials;13349065,65
2019;Russian Federation;Export;Chile;S4;3;Mineral fuels, lubricants and related materials;40230647,27
2019;Russian Federation;Export;China;S4;3;Mineral fuels, lubricants and related materials;40066018164
2019;Russian Federation;Export;Colombia;S4;3;Mineral fuels, lubricants and related materials;43346182,1
2019;Russian Federation;Export;Congo;S4;3;Mineral fuels, lubricants and related materials;403885
2019;Russian Federation;Export;Costa Rica;S4;3;Mineral fuels, lubricants and related materials;1019612,11
2019;Russian Federation;Export;Cuba;S4;3;Mineral fuels, lubricants and related materials;42782021,07
2019;Russian Federation;Export;Czechia;S4;3;Mineral fuels, lubricants and related materials;1727582974
2019;Russian Federation;Export;Denmark;S4;3;Mineral fuels, lubricants and related materials;2241536175
2019;Russian Federation;Export;Dominica;S4;3;Mineral fuels, lubricants and related materials;2854167,14
2019;Russian Federation;Export;Dominican Rep.;S4;3;Mineral fuels, lubricants and related materials;59075788,64
2019;Russian Federation;Export;Ecuador;S4;3;Mineral fuels, lubricants and related materials;264019177
2019;Russian Federation;Export;El Salvador;S4;3;Mineral fuels, lubricants and related materials;1679486,5
2019;Russian Federation;Export;Ethiopia;S4;3;Mineral fuels, lubricants and related materials;269844,77
