period;reporterDesc;flowDesc;partnerDesc;classificationSearchCode;cmdCode;cmdDesc;primaryValue
2019;Russian Federation;Import;Egypt;S4;7;Machinery and transport equipment;23853152,78
2019;Russian Federation;Import;United Kingdom;S4;7;Machinery and transport equipment;1662416007
2019;Russian Federation;Import;Uruguay;S4;7;Machinery and transport equipment;43901,87
2019;Russian Federation;Import;Uzbekistan;S4;7;Machinery and transport equipment;67993636,41
2019;Russian Federation;Import;Venezuela;S4;7;Machinery and transport equipment;4055,16
2019;Russian Federation;Import;Samoa;S4;7;Machinery and transport equipment;1615,34
2019;Russian Federation;Import;Afghanistan;S4;8;Miscellaneous manufactured articles;85328,98
2019;Russian Federation;Import;Albania;S4;8;Miscellaneous manufactured articles;17029024,43
2019;Russian Federation;Import;Algeria;S4;8;Miscellaneous manufactured articles;666361,69
2019;Russian Federation;Import;Andorra;S4;8;Miscellaneous manufactured articles;6771,43
2019;Russian Federation;Import;Angola;S4;8;Miscellaneous manufactured articles;6653,91
2019;Russian Federation;Import;Azerbaijan;S4;8;Miscellaneous manufactured articles;4741783,15
2019;Russian Federation;Import;Argentina;S4;8;Miscellaneous manufactured articles;2369801,1
2019;Russian Federation;Import;Australia;S4;8;Miscellaneous manufactured articles;24258211,72
2019;Russian Federation;Import;Austria;S4;8;Miscellaneous manufactured articles;167350687,3
2019;Russian Federation;Import;Bahrain;S4;8;Miscellaneous manufactured articles;42670,66
2019;Russian Federation;Import;Bangladesh;S4;8;Miscellaneous manufactured articles;929983013,8
2019;Russian Federation;Import;Armenia;S4;8;Miscellaneous manufactured articles;142068299
2019;Russian Federation;Import;Belgium;S4;8;Miscellaneous manufactured articles;125642270
2019;Russian Federation;Import;Bolivia (Plurinational State of);S4;8;Miscellaneous manufactured articles;563,37
2019;Russian Federation;Import;Brazil;S4;8;Miscellaneous manufactured articles;24190857,15
2019;Russian Federation;Import;Bulgaria;S4;8;Miscellaneous manufactured articles;93910806,89
2019;Russian Federation;Import;Myanmar;S4;8;Miscellaneous manufactured articles;111017411,7
2019;Russian Federation;Import;Belarus;S4;8;Miscellaneous manufactured articles;1404577425
2019;Russian Federation;Import;Cambodia;S4;8;Miscellaneous manufactured articles;223565393,9
2019;Russian Federation;Import;Canada;S4;8;Miscellaneous manufactured articles;54192202,45
2019;Russian Federation;Import;Sri Lanka;S4;8;Miscellaneous manufactured articles;123119931,1
2019;Russian Federation;Import;Chile;S4;8;Miscellaneous manufactured articles;28971,26
2019;Russian Federation;Import;China;S4;8;Miscellaneous manufactured articles;10574156948
2019;Russian Federation;Import;Colombia;S4;8;Miscellaneous manufactured articles;3885707,56
2019;Russian Federation;Import;Dem. Rep. of the Congo;S4;8;Miscellaneous manufactured articles;30854,95
2019;Russian Federation;Import;Costa Rica;S4;8;Miscellaneous manufactured articles;26925031,03
2019;Russian Federation;Import;Cuba;S4;8;Miscellaneous manufactured articles;5995,27
2019;Russian Federation;Import;Czechia;S4;8;Miscellaneous manufactured articles;321336920,4
2019;Russian Federation;Import;Denmark;S4;8;Miscellaneous manufactured articles;98373992,24
2019;Russian Federation;Import;Dominica;S4;8;Miscellaneous manufactured articles;2606,06
2019;Russian Federation;Import;Dominican Rep.;S4;8;Miscellaneous manufactured articles;8559303,13
2019;Russian Federation;Import;Ecuador;S4;8;Miscellaneous manufactured articles;182352,14
2019;Russian Federation;Import;El Salvador;S4;8;Miscellaneous manufactured articles;633220,82
2019;Russian Federation;Import;Ethiopia;S4;8;Miscellaneous manufactured articles;2220868,2
2019;Russian Federation;Import;Eritrea;S4;8;Miscellaneous manufactured articles;27346,36
2019;Russian Federation;Import;Estonia;S4;8;Miscellaneous manufactured articles;24399889,13
2019;Russian Federation;Import;Finland;S4;8;Miscellaneous manufactured articles;133274906
2019;Russian Federation;Import;France;S4;8;Miscellaneous manufactured articles;542715984,3
2019;Russian Federation;Import;Georgia;S4;8;Miscellaneous manufactured articles;4242020,96
2019;Russian Federation;Import;Gambia;S4;8;Miscellaneous manufactured articles;41,98
2019;Russian Federation;Import;Germany;S4;8;Miscellaneous manufactured articles;1964012728
2019;Russian Federation;Import;Greece;S4;8;Miscellaneous manufactured articles;40818845,31
2019;Russian Federation;Import;Greenland;S4;8;Miscellaneous manufactured articles;357,62
2019;Russian Federation;Import;Honduras;S4;8;Miscellaneous manufactured articles;658120,51
2019;Russian Federation;Import;Iceland;S4;8;Miscellaneous manufactured articles;4476568,16
2019;Russian Federation;Import;Indonesia;S4;8;Miscellaneous manufactured articles;281858786,4
2019;Russian Federation;Import;Iran;S4;8;Miscellaneous manufactured articles;7882656,79
2019;Russian Federation;Import;Ireland;S4;8;Miscellaneous manufactured articles;284022231,3
2019;Russian Federation;Import;Israel;S4;8;Miscellaneous manufactured articles;141486108
2019;Russian Federation;Import;Italy;S4;8;Miscellaneous manufactured articles;1891255165
2019;Russian Federation;Import;Japan;S4;8;Miscellaneous manufactured articles;607202286,7
2019;Russian Federation;Import;Kazakhstan;S4;8;Miscellaneous manufactured articles;44833986
2019;Russian Federation;Import;Kenya;S4;8;Miscellaneous manufactured articles;508779,22
2019;Russian Federation;Import;Dem. People's Rep. of Korea;S4;8;Miscellaneous manufactured articles;1746122,47
2019;Russian Federation;Import;Rep. of Korea;S4;8;Miscellaneous manufactured articles;536995721,5
2019;Russian Federation;Import;Kuwait;S4;8;Miscellaneous manufactured articles;5588,07
2019;Russian Federation;Import;Kyrgyzstan;S4;8;Miscellaneous manufactured articles;63793948
2019;Russian Federation;Import;Latvia;S4;8;Miscellaneous manufactured articles;39859455,35
2019;Russian Federation;Import;Libya;S4;8;Miscellaneous manufactured articles;6192,86
2019;Russian Federation;Import;Madagascar;S4;8;Miscellaneous manufactured articles;4229969,95
2019;Russian Federation;Import;Malaysia;S4;8;Miscellaneous manufactured articles;278980682,5
2019;Russian Federation;Import;Mali;S4;8;Miscellaneous manufactured articles;1975,71
2019;Russian Federation;Import;Malta;S4;8;Miscellaneous manufactured articles;1835129,55
2019;Russian Federation;Import;Mexico;S4;8;Miscellaneous manufactured articles;154376318,7
2019;Russian Federation;Import;Mongolia;S4;8;Miscellaneous manufactured articles;4206836,55
2019;Russian Federation;Import;Rep. of Moldova;S4;8;Miscellaneous manufactured articles;37665434,58
2019;Russian Federation;Import;Morocco;S4;8;Miscellaneous manufactured articles;128379926,8
2019;Russian Federation;Import;Oman;S4;8;Miscellaneous manufactured articles;3055,17
2019;Russian Federation;Import;Nepal;S4;8;Miscellaneous manufactured articles;179278,91
2019;Russian Federation;Import;Netherlands;S4;8;Miscellaneous manufactured articles;197328669,5
2019;Russian Federation;Import;New Caledonia;S4;8;Miscellaneous manufactured articles;53,35
2019;Russian Federation;Import;New Zealand;S4;8;Miscellaneous manufactured articles;7254950,75
2019;Russian Federation;Import;Nicaragua;S4;8;Miscellaneous manufactured articles;429855,19
2019;Russian Federation;Import;Niger;S4;8;Miscellaneous manufactured articles;102739,24
2019;Russian Federation;Import;Nigeria;S4;8;Miscellaneous manufactured articles;16832,22
2019;Russian Federation;Import;Norway;S4;8;Miscellaneous manufactured articles;22478322,23
2019;Russian Federation;Import;Pakistan;S4;8;Miscellaneous manufactured articles;187561234,6
2019;Russian Federation;Import;Panama;S4;8;Miscellaneous manufactured articles;14146,8
2019;Russian Federation;Import;Papua New Guinea;S4;8;Miscellaneous manufactured articles;256,38
2019;Russian Federation;Import;Peru;S4;8;Miscellaneous manufactured articles;2804289,63
2019;Russian Federation;Import;Poland;S4;8;Miscellaneous manufactured articles;599310124,6
2019;Russian Federation;Import;Portugal;S4;8;Miscellaneous manufactured articles;160545736,1
2019;Russian Federation;Import;Qatar;S4;8;Miscellaneous manufactured articles;6013,75
2019;Russian Federation;Import;Romania;S4;8;Miscellaneous manufactured articles;197402638,1
2019;Russian Federation;Import;San Marino;S4;8;Miscellaneous manufactured articles;666128,65
2019;Russian Federation;Import;Saudi Arabia;S4;8;Miscellaneous manufactured articles;134257,15
2019;Russian Federation;Import;Senegal;S4;8;Miscellaneous manufactured articles;10296,99
2019;Russian Federation;Import;Serbia;S4;8;Miscellaneous manufactured articles;193314114,4
2019;Russian Federation;Import;India;S4;8;Miscellaneous manufactured articles;413488502,2
2019;Russian Federation;Import;Singapore;S4;8;Miscellaneous manufactured articles;122873259,9
2019;Russian Federation;Import;Slovakia;S4;8;Miscellaneous manufactured articles;170396020,4
2019;Russian Federation;Import;Viet Nam;S4;8;Miscellaneous manufactured articles;1005709141
2019;Russian Federation;Import;Slovenia;S4;8;Miscellaneous manufactured articles;42976000,93
2019;Russian Federation;Import;Spain;S4;8;Miscellaneous manufactured articles;190776965,4
2019;Russian Federation;Import;Sudan;S4;8;Miscellaneous manufactured articles;178,29
2019;Russian Federation;Import;Sweden;S4;8;Miscellaneous manufactured articles;133920076
2019;Russian Federation;Import;Switzerland;S4;8;Miscellaneous manufactured articles;488810751,2
2019;Russian Federation;Import;Syria;S4;8;Miscellaneous manufactured articles;32715,9
2019;Russian Federation;Import;Tajikistan;S4;8;Miscellaneous manufactured articles;3565427,32
2019;Russian Federation;Import;Thailand;S4;8;Miscellaneous manufactured articles;188313608
2019;Russian Federation;Import;United Arab Emirates;S4;8;Miscellaneous manufactured articles;5247518,66
2019;Russian Federation;Import;Tunisia;S4;8;Miscellaneous manufactured articles;90272448,76
2019;Russian Federation;Import;Türkiye;S4;8;Miscellaneous manufactured articles;842351854,6
2019;Russian Federation;Import;Turkmenistan;S4;8;Miscellaneous manufactured articles;1590290,28
2019;Russian Federation;Import;Uganda;S4;8;Miscellaneous manufactured articles;62524,21
2019;Russian Federation;Import;Ukraine;S4;8;Miscellaneous manufactured articles;255981595,9
2019;Russian Federation;Import;Egypt;S4;8;Miscellaneous manufactured articles;27196257,28
2019;Russian Federation;Import;United Kingdom;S4;8;Miscellaneous manufactured articles;297424155
2019;Russian Federation;Import;Uruguay;S4;8;Miscellaneous manufactured articles;55936,57
2019;Russian Federation;Import;Uzbekistan;S4;8;Miscellaneous manufactured articles;256874166,3
2019;Russian Federation;Import;Samoa;S4;8;Miscellaneous manufactured articles;11235,71
2019;Russian Federation;Import;Afghanistan;S4;9;Commodities and transactions not classified elsewhere in the SITC;10103,97
2019;Russian Federation;Import;Algeria;S4;9;Commodities and transactions not classified elsewhere in the SITC;263731,83
2019;Russian Federation;Import;Azerbaijan;S4;9;Commodities and transactions not classified elsewhere in the SITC;63771887,89
2019;Russian Federation;Import;Australia;S4;9;Commodities and transactions not classified elsewhere in the SITC;24825,64
2019;Russian Federation;Import;Austria;S4;9;Commodities and transactions not classified elsewhere in the SITC;15059089,65
2019;Russian Federation;Import;Armenia;S4;9;Commodities and transactions not classified elsewhere in the SITC;87220280
2019;Russian Federation;Import;Belgium;S4;9;Commodities and transactions not classified elsewhere in the SITC;690654,2
2019;Russian Federation;Import;Brazil;S4;9;Commodities and transactions not classified elsewhere in the SITC;16337,94
2019;Russian Federation;Import;Belarus;S4;9;Commodities and transactions not classified elsewhere in the SITC;616197895
2019;Russian Federation;Import;Canada;S4;9;Commodities and transactions not classified elsewhere in the SITC;20726267,44
2019;Russian Federation;Import;Central African Rep.;S4;9;Commodities and transactions not classified elsewhere in the SITC;60028,02
2019;Russian Federation;Import;China;S4;9;Commodities and transactions not classified elsewhere in the SITC;1965041,53
2019;Russian Federation;Import;Colombia;S4;9;Commodities and transactions not classified elsewhere in the SITC;7211,68
2019;Russian Federation;Import;Congo;S4;9;Commodities and transactions not classified elsewhere in the SITC;26727,31
2019;Russian Federation;Import;Cuba;S4;9;Commodities and transactions not classified elsewhere in the SITC;6495411,53
2019;Russian Federation;Import;Czechia;S4;9;Commodities and transactions not classified elsewhere in the SITC;24227907,3
2019;Russian Federation;Import;Denmark;S4;9;Commodities and transactions not classified elsewhere in the SITC;18910
2019;Russian Federation;Import;Estonia;S4;9;Commodities and transactions not classified elsewhere in the SITC;37477,42
2019;Russian Federation;Import;Finland;S4;9;Commodities and transactions not classified elsewhere in the SITC;681156,87
2019;Russian Federation;Import;France;S4;9;Commodities and transactions not classified elsewhere in the SITC;75952570,35
2019;Russian Federation;Import;Germany;S4;9;Commodities and transactions not classified elsewhere in the SITC;18649941,94
2019;Russian Federation;Import;Indonesia;S4;9;Commodities and transactions not classified elsewhere in the SITC;5405,89
2019;Russian Federation;Import;Iran;S4;9;Commodities and transactions not classified elsewhere in the SITC;362,68
2019;Russian Federation;Import;Ireland;S4;9;Commodities and transactions not classified elsewhere in the SITC;19833,94
2019;Russian Federation;Import;Israel;S4;9;Commodities and transactions not classified elsewhere in the SITC;111817,85
2019;Russian Federation;Import;Italy;S4;9;Commodities and transactions not classified elsewhere in the SITC;12649484,59
2019;Russian Federation;Import;Japan;S4;9;Commodities and transactions not classified elsewhere in the SITC;540666,41
2019;Russian Federation;Import;Kazakhstan;S4;9;Commodities and transactions not classified elsewhere in the SITC;188056599
2019;Russian Federation;Import;Rep. of Korea;S4;9;Commodities and transactions not classified elsewhere in the SITC;8959405,56
2019;Russian Federation;Import;Kyrgyzstan;S4;9;Commodities and transactions not classified elsewhere in the SITC;1319006
2019;Russian Federation;Import;Latvia;S4;9;Commodities and transactions not classified elsewhere in the SITC;22691,27
2019;Russian Federation;Import;Malaysia;S4;9;Commodities and transactions not classified elsewhere in the SITC;501100,48
2019;Russian Federation;Import;Mali;S4;9;Commodities and transactions not classified elsewhere in the SITC;5000
2019;Russian Federation;Import;Malta;S4;9;Commodities and transactions not classified elsewhere in the SITC;237542,88
2019;Russian Federation;Import;Mexico;S4;9;Commodities and transactions not classified elsewhere in the SITC;455,65
2019;Russian Federation;Import;Rep. of Moldova;S4;9;Commodities and transactions not classified elsewhere in the SITC;14603927,14
2019;Russian Federation;Import;Morocco;S4;9;Commodities and transactions not classified elsewhere in the SITC;10895731,57
2019;Russian Federation;Import;Netherlands;S4;9;Commodities and transactions not classified elsewhere in the SITC;15127751,56
2019;Russian Federation;Import;New Zealand;S4;9;Commodities and transactions not classified elsewhere in the SITC;22895,22
2019;Russian Federation;Import;Peru;S4;9;Commodities and transactions not classified elsewhere in the SITC;19964,11
2019;Russian Federation;Import;Poland;S4;9;Commodities and transactions not classified elsewhere in the SITC;102459,11
2019;Russian Federation;Import;Romania;S4;9;Commodities and transactions not classified elsewhere in the SITC;17658,4
2019;Russian Federation;Import;Serbia;S4;9;Commodities and transactions not classified elsewhere in the SITC;375779,59
2019;Russian Federation;Import;India;S4;9;Commodities and transactions not classified elsewhere in the SITC;1163712,12
2019;Russian Federation;Import;Singapore;S4;9;Commodities and transactions not classified elsewhere in the SITC;47808,64
2019;Russian Federation;Import;Slovakia;S4;9;Commodities and transactions not classified elsewhere in the SITC;548084,31
2019;Russian Federation;Import;Viet Nam;S4;9;Commodities and transactions not classified elsewhere in the SITC;276579,41
2019;Russian Federation;Import;Slovenia;S4;9;Commodities and transactions not classified elsewhere in the SITC;78971,63
2019;Russian Federation;Import;Spain;S4;9;Commodities and transactions not classified elsewhere in the SITC;35479,66
2019;Russian Federation;Import;Sudan;S4;9;Commodities and transactions not classified elsewhere in the SITC;4088
2019;Russian Federation;Import;Sweden;S4;9;Commodities and transactions not classified elsewhere in the SITC;584017,6
2019;Russian Federation;Import;Switzerland;S4;9;Commodities and transactions not classified elsewhere in the SITC;734640,04
2019;Russian Federation;Import;Tajikistan;S4;9;Commodities and transactions not classified elsewhere in the SITC;2000
2019;Russian Federation;Import;Thailand;S4;9;Commodities and transactions not classified elsewhere in the SITC;186585,18
2019;Russian Federation;Import;United Arab Emirates;S4;9;Commodities and transactions not classified elsewhere in the SITC;637836,48
2019;Russian Federation;Import;Türkiye;S4;9;Commodities and transactions not classified elsewhere in the SITC;282092,26
2019;Russian Federation;Import;Uganda;S4;9;Commodities and transactions not classified elsewhere in the SITC;189274,91
2019;Russian Federation;Import;Ukraine;S4;9;Commodities and transactions not classified elsewhere in the SITC;150184,54
2019;Russian Federation;Import;Egypt;S4;9;Commodities and transactions not classified elsewhere in the SITC;375365,43
2019;Russian Federation;Import;United Kingdom;S4;9;Commodities and transactions not classified elsewhere in the SITC;6801743,72
2019;Russian Federation;Import;Uzbekistan;S4;9;Commodities and transactions not classified elsewhere in the SITC;1790150,87
2020;Russian Federation;Import;Afghanistan;S4;0;Food and live animals;3354861,79
2020;Russian Federation;Import;Albania;S4;0;Food and live animals;6494,29
2020;Russian Federation;Import;Algeria;S4;0;Food and live animals;7801100,97
2020;Russian Federation;Import;Azerbaijan;S4;0;Food and live animals;558509905
2020;Russian Federation;Import;Argentina;S4;0;Food and live animals;606740445,7
2020;Russian Federation;Import;Australia;S4;0;Food and live animals;55405645,98
2020;Russian Federation;Import;Austria;S4;0;Food and live animals;150558064,2
2020;Russian Federation;Import;Bangladesh;S4;0;Food and live animals;6621083,76
2020;Russian Federation;Import;Armenia;S4;0;Food and live animals;175808575,8
2020;Russian Federation;Import;Belgium;S4;0;Food and live animals;166679730
2020;Russian Federation;Import;Bolivia (Plurinational State of);S4;0;Food and live animals;1336537,38
2020;Russian Federation;Import;Brazil;S4;0;Food and live animals;673892734,1
2020;Russian Federation;Import;Bulgaria;S4;0;Food and live animals;38133885,61
2020;Russian Federation;Import;Myanmar;S4;0;Food and live animals;5470604,16
2020;Russian Federation;Import;Belarus;S4;0;Food and live animals;3794294069
2020;Russian Federation;Import;Cambodia;S4;0;Food and live animals;3875745,8
2020;Russian Federation;Import;Canada;S4;0;Food and live animals;69408067,02
2020;Russian Federation;Import;Sri Lanka;S4;0;Food and live animals;127900490,1
2020;Russian Federation;Import;Chile;S4;0;Food and live animals;542734940,9
2020;Russian Federation;Import;China;S4;0;Food and live animals;1206866519
2020;Russian Federation;Import;Colombia;S4;0;Food and live animals;99775974,65
2020;Russian Federation;Import;Congo;S4;0;Food and live animals;64416,39
2020;Russian Federation;Import;Dem. Rep. of the Congo;S4;0;Food and live animals;52671,01
2020;Russian Federation;Import;Costa Rica;S4;0;Food and live animals;65225110,35
2020;Russian Federation;Import;Czechia;S4;0;Food and live animals;103177086,5
2020;Russian Federation;Import;Denmark;S4;0;Food and live animals;131674005,8
2020;Russian Federation;Import;Dominica;S4;0;Food and live animals;4178,23
2020;Russian Federation;Import;Dominican Rep.;S4;0;Food and live animals;2895895,93
2020;Russian Federation;Import;Ecuador;S4;0;Food and live animals;1224230175
2020;Russian Federation;Import;El Salvador;S4;0;Food and live animals;527589,55
2020;Russian Federation;Import;Ethiopia;S4;0;Food and live animals;18963641,5
2020;Russian Federation;Import;Estonia;S4;0;Food and live animals;28463105,85
2020;Russian Federation;Import;Finland;S4;0;Food and live animals;79786725,53
2020;Russian Federation;Import;France;S4;0;Food and live animals;359692625,4
2020;Russian Federation;Import;Georgia;S4;0;Food and live animals;72416107,04
2020;Russian Federation;Import;Gambia;S4;0;Food and live animals;83456,11
2020;Russian Federation;Import;Germany;S4;0;Food and live animals;937573637,8
2020;Russian Federation;Import;Greece;S4;0;Food and live animals;24069103,52
2020;Russian Federation;Import;Greenland;S4;0;Food and live animals;52370416,64
2020;Russian Federation;Import;Grenada;S4;0;Food and live animals;102351,37
2020;Russian Federation;Import;Guyana;S4;0;Food and live animals;48053,67
2020;Russian Federation;Import;Honduras;S4;0;Food and live animals;12725065,96
2020;Russian Federation;Import;Iceland;S4;0;Food and live animals;3470565,69
2020;Russian Federation;Import;Indonesia;S4;0;Food and live animals;185694608,3
2020;Russian Federation;Import;Iraq;S4;0;Food and live animals;69948,25
2020;Russian Federation;Import;Ireland;S4;0;Food and live animals;88584408,83
2020;Russian Federation;Import;Israel;S4;0;Food and live animals;244994632,7
2020;Russian Federation;Import;Italy;S4;0;Food and live animals;451827030,4
2020;Russian Federation;Import;Japan;S4;0;Food and live animals;49541580,85
2020;Russian Federation;Import;Kazakhstan;S4;0;Food and live animals;326512680,9
2020;Russian Federation;Import;Kenya;S4;0;Food and live animals;72052381,13
2020;Russian Federation;Import;Rep. of Korea;S4;0;Food and live animals;96971144,51
2020;Russian Federation;Import;Kyrgyzstan;S4;0;Food and live animals;64842692,62
2020;Russian Federation;Import;Latvia;S4;0;Food and live animals;24489071,81
2020;Russian Federation;Import;Madagascar;S4;0;Food and live animals;5607072,89
2020;Russian Federation;Import;Malaysia;S4;0;Food and live animals;130614645,8
2020;Russian Federation;Import;Mali;S4;0;Food and live animals;151521,97
2020;Russian Federation;Import;Mexico;S4;0;Food and live animals;38750398,16
2020;Russian Federation;Import;Mongolia;S4;0;Food and live animals;315100,82
2020;Russian Federation;Import;Rep. of Moldova;S4;0;Food and live animals;225802484,9
2020;Russian Federation;Import;Morocco;S4;0;Food and live animals;235154748,8
2020;Russian Federation;Import;Mozambique;S4;0;Food and live animals;1115907,58
2020;Russian Federation;Import;Oman;S4;0;Food and live animals;140021,49
2020;Russian Federation;Import;Nepal;S4;0;Food and live animals;744658,8
2020;Russian Federation;Import;Netherlands;S4;0;Food and live animals;353802035,4
2020;Russian Federation;Import;New Zealand;S4;0;Food and live animals;200508379,6
2020;Russian Federation;Import;Nicaragua;S4;0;Food and live animals;9184615,03
2020;Russian Federation;Import;Niger;S4;0;Food and live animals;342,93
2020;Russian Federation;Import;Nigeria;S4;0;Food and live animals;36306262,4
2020;Russian Federation;Import;Norway;S4;0;Food and live animals;105169297,7
2020;Russian Federation;Import;Pakistan;S4;0;Food and live animals;72596905,12
2020;Russian Federation;Import;Panama;S4;0;Food and live animals;1047386,72
2020;Russian Federation;Import;Papua New Guinea;S4;0;Food and live animals;3342141,75
2020;Russian Federation;Import;Paraguay;S4;0;Food and live animals;271847867,4
2020;Russian Federation;Import;Peru;S4;0;Food and live animals;174290730,6
2020;Russian Federation;Import;Poland;S4;0;Food and live animals;369972054,7
2020;Russian Federation;Import;Portugal;S4;0;Food and live animals;26390880,78
2020;Russian Federation;Import;Romania;S4;0;Food and live animals;27452935,79
2020;Russian Federation;Import;Rwanda;S4;0;Food and live animals;3945342,49
2020;Russian Federation;Import;San Marino;S4;0;Food and live animals;3844996,09
2020;Russian Federation;Import;Saudi Arabia;S4;0;Food and live animals;1367621,01
2020;Russian Federation;Import;Senegal;S4;0;Food and live animals;2284368,76
2020;Russian Federation;Import;Serbia;S4;0;Food and live animals;319898081,1
2020;Russian Federation;Import;India;S4;0;Food and live animals;463104629,8
2020;Russian Federation;Import;Singapore;S4;0;Food and live animals;40955319,68
2020;Russian Federation;Import;Slovakia;S4;0;Food and live animals;24763100,41
2020;Russian Federation;Import;Viet Nam;S4;0;Food and live animals;469272708,9
2020;Russian Federation;Import;Slovenia;S4;0;Food and live animals;19068862,98
2020;Russian Federation;Import;Zimbabwe;S4;0;Food and live animals;3819836,11
2020;Russian Federation;Import;Spain;S4;0;Food and live animals;231074477,2
2020;Russian Federation;Import;Sweden;S4;0;Food and live animals;67370736,7
2020;Russian Federation;Import;Switzerland;S4;0;Food and live animals;250630308,8
2020;Russian Federation;Import;Tajikistan;S4;0;Food and live animals;6004245,61
2020;Russian Federation;Import;Thailand;S4;0;Food and live animals;135282046,4
2020;Russian Federation;Import;United Arab Emirates;S4;0;Food and live animals;24265320,54
2020;Russian Federation;Import;Tunisia;S4;0;Food and live animals;12171838,03
2020;Russian Federation;Import;Türkiye;S4;0;Food and live animals;1469995665
2020;Russian Federation;Import;Turkmenistan;S4;0;Food and live animals;24716228,42
2020;Russian Federation;Import;Uganda;S4;0;Food and live animals;10546268,74
2020;Russian Federation;Import;Ukraine;S4;0;Food and live animals;82282122,73
2020;Russian Federation;Import;Egypt;S4;0;Food and live animals;419206029,8
2020;Russian Federation;Import;United Kingdom;S4;0;Food and live animals;154993932,1
2020;Russian Federation;Import;Uruguay;S4;0;Food and live animals;110705010,8
2020;Russian Federation;Import;Uzbekistan;S4;0;Food and live animals;327777271,6
2020;Russian Federation;Import;Yemen;S4;0;Food and live animals;4390,96
2020;Russian Federation;Import;Zambia;S4;0;Food and live animals;134518,78
2020;Russian Federation;Import;Albania;S4;1;Beverages and tobacco;188515,92
2020;Russian Federation;Import;Azerbaijan;S4;1;Beverages and tobacco;7656692,73
2020;Russian Federation;Import;Argentina;S4;1;Beverages and tobacco;39971371,4
2020;Russian Federation;Import;Australia;S4;1;Beverages and tobacco;12201805,23
2020;Russian Federation;Import;Austria;S4;1;Beverages and tobacco;36998437,39
2020;Russian Federation;Import;Bangladesh;S4;1;Beverages and tobacco;12829908,11
2020;Russian Federation;Import;Armenia;S4;1;Beverages and tobacco;197798452,6
2020;Russian Federation;Import;Belgium;S4;1;Beverages and tobacco;47844101,52
2020;Russian Federation;Import;Brazil;S4;1;Beverages and tobacco;150524505,9
2020;Russian Federation;Import;Bulgaria;S4;1;Beverages and tobacco;12084300,51
2020;Russian Federation;Import;Belarus;S4;1;Beverages and tobacco;75529729,28
2020;Russian Federation;Import;Cambodia;S4;1;Beverages and tobacco;11590
2020;Russian Federation;Import;Canada;S4;1;Beverages and tobacco;1034192,77
2020;Russian Federation;Import;Sri Lanka;S4;1;Beverages and tobacco;44981,74
2020;Russian Federation;Import;Chile;S4;1;Beverages and tobacco;46228824,21
2020;Russian Federation;Import;China;S4;1;Beverages and tobacco;55364926,38
2020;Russian Federation;Import;Colombia;S4;1;Beverages and tobacco;370989,35
2020;Russian Federation;Import;Costa Rica;S4;1;Beverages and tobacco;345
2020;Russian Federation;Import;Czechia;S4;1;Beverages and tobacco;45865211,51
2020;Russian Federation;Import;Denmark;S4;1;Beverages and tobacco;7487894,19
2020;Russian Federation;Import;Dominica;S4;1;Beverages and tobacco;9506,4
2020;Russian Federation;Import;Dominican Rep.;S4;1;Beverages and tobacco;16730788,24
2020;Russian Federation;Import;Ecuador;S4;1;Beverages and tobacco;1716511,54
2020;Russian Federation;Import;Estonia;S4;1;Beverages and tobacco;2316532,08
2020;Russian Federation;Import;Finland;S4;1;Beverages and tobacco;18395751,23
2020;Russian Federation;Import;France;S4;1;Beverages and tobacco;359267746,8
2020;Russian Federation;Import;Georgia;S4;1;Beverages and tobacco;218939541,2
2020;Russian Federation;Import;Germany;S4;1;Beverages and tobacco;259861550,1
2020;Russian Federation;Import;Greece;S4;1;Beverages and tobacco;11648124,55
2020;Russian Federation;Import;Guyana;S4;1;Beverages and tobacco;162462,34
2020;Russian Federation;Import;Honduras;S4;1;Beverages and tobacco;36625,14
2020;Russian Federation;Import;Iceland;S4;1;Beverages and tobacco;852994,31
2020;Russian Federation;Import;Indonesia;S4;1;Beverages and tobacco;5586235,05
2020;Russian Federation;Import;Ireland;S4;1;Beverages and tobacco;71034990,69
2020;Russian Federation;Import;Israel;S4;1;Beverages and tobacco;547290,99
2020;Russian Federation;Import;Italy;S4;1;Beverages and tobacco;468553338,9
2020;Russian Federation;Import;Japan;S4;1;Beverages and tobacco;10131447,13
2020;Russian Federation;Import;Kazakhstan;S4;1;Beverages and tobacco;29290720,46
2020;Russian Federation;Import;Kenya;S4;1;Beverages and tobacco;288940
2020;Russian Federation;Import;Rep. of Korea;S4;1;Beverages and tobacco;40412087,01
2020;Russian Federation;Import;Kyrgyzstan;S4;1;Beverages and tobacco;984225,489
2020;Russian Federation;Import;Latvia;S4;1;Beverages and tobacco;4724736,44
2020;Russian Federation;Import;Malaysia;S4;1;Beverages and tobacco;1710919,34
2020;Russian Federation;Import;Mexico;S4;1;Beverages and tobacco;75139333,23
2020;Russian Federation;Import;Mongolia;S4;1;Beverages and tobacco;221123,21
2020;Russian Federation;Import;Rep. of Moldova;S4;1;Beverages and tobacco;15161372,05
2020;Russian Federation;Import;Morocco;S4;1;Beverages and tobacco;5847,11
2020;Russian Federation;Import;Mozambique;S4;1;Beverages and tobacco;31147538,24
2020;Russian Federation;Import;Netherlands;S4;1;Beverages and tobacco;64540592,77
2020;Russian Federation;Import;New Zealand;S4;1;Beverages and tobacco;28513204,04
